dt,date,pressure,wind_speed,wind_gust
1704596400,2024-01-07 03:00:00+00:00,1013.9,3.0083218,7.1
1704600000,2024-01-07 04:00:00+00:00,1013.7,3.8999999,7.0
1704603600,2024-01-07 05:00:00+00:00,1013.0,3.2015622,6.3
1704607200,2024-01-07 06:00:00+00:00,1012.2,2.973214,6.6
1704610800,2024-01-07 07:00:00+00:00,1010.8,2.5317976,4.5
1704614400,2024-01-07 08:00:00+00:00,1009.9,3.1400635,5.5
1704618000,2024-01-07 09:00:00+00:00,1009.8,1.9235384,4.7
1704621600,2024-01-07 10:00:00+00:00,1010.0,2.0518284,4.9
1704625200,2024-01-07 11:00:00+00:00,1010.6,1.2083046,4.6
1704628800,2024-01-07 12:00:00+00:00,1011.2,0.36055514,2.5
1704632400,2024-01-07 13:00:00+00:00,1012.0,1.6492423,5.3
1704636000,2024-01-07 14:00:00+00:00,1012.2,1.0198039,3.6
1704639600,2024-01-07 15:00:00+00:00,1012.4,1.486607,3.5
1704643200,2024-01-07 16:00:00+00:00,1012.2,1.2369317,3.2
1704646800,2024-01-07 17:00:00+00:00,1011.8,0.31622776,2.5
1704650400,2024-01-07 18:00:00+00:00,1011.2,1.4,2.9999998
1704654000,2024-01-07 19:00:00+00:00,1010.3,1.403567,2.6
1704657600,2024-01-07 20:00:00+00:00,1009.8,2.0099752,3.0999997
1704661200,2024-01-07 21:00:00+00:00,1009.7,2.45153,3.7
1704664800,2024-01-07 22:00:00+00:00,1009.8,2.8,3.9
1704668400,2024-01-07 23:00:00+00:00,1010.3,2.8,4.2
1704672000,2024-01-08 00:00:00+00:00,1011.0,3.1016126,4.4
1704675600,2024-01-08 01:00:00+00:00,1011.9,4.0261645,5.4
1704679200,2024-01-08 02:00:00+00:00,1012.4,4.428318,5.8000007
1704682800,2024-01-08 03:00:00+00:00,1012.4,4.3266616,6.1
1704686400,2024-01-08 04:00:00+00:00,1012.4,4.1340055,5.8000007
1704690000,2024-01-08 05:00:00+00:00,1011.8,4.2544093,5.7
1704693600,2024-01-08 06:00:00+00:00,1010.7,4.3382025,5.7
1704697200,2024-01-08 07:00:00+00:00,1009.6,4.1617303,5.8000007
1704700800,2024-01-08 08:00:00+00:00,1008.6,4.560702,6.1
1704704400,2024-01-08 09:00:00+00:00,1008.6,3.5608988,6.1
1704708000,2024-01-08 10:00:00+00:00,1008.8,3.3421547,5.1
