dt,date,pressure,wind_speed,wind_gust
1705190400,2024-01-14 00:00:00+00:00,1013.7,7.0007143,8.9
1705194000,2024-01-14 01:00:00+00:00,1013.6,6.2482,8.1
1705197600,2024-01-14 02:00:00+00:00,1012.6,6.1611686,8.1
1705201200,2024-01-14 03:00:00+00:00,1011.4,6.3812227,8.3
1705204800,2024-01-14 04:00:00+00:00,1010.7,6.5459914,8.5
1705208400,2024-01-14 05:00:00+00:00,1010.4,6.747592,8.9
1705212000,2024-01-14 06:00:00+00:00,1010.2,7.0936594,9.2
1705215600,2024-01-14 07:00:00+00:00,1010.5,7.8243217,10.1
1705219200,2024-01-14 08:00:00+00:00,1010.9,8.881441,11.4
1705222800,2024-01-14 09:00:00+00:00,1011.5,9.580188,12.399999
1705226400,2024-01-14 10:00:00+00:00,1012.2,9.849365,12.8
1705230000,2024-01-14 11:00:00+00:00,1012.5,9.617692,13.0
1705233600,2024-01-14 12:00:00+00:00,1012.4,9.265528,12.6
1705237200,2024-01-14 13:00:00+00:00,1011.7,8.772685,11.600001
1705240800,2024-01-14 14:00:00+00:00,1011.6,9.060353,11.600001
1705244400,2024-01-14 15:00:00+00:00,1011.1,9.042675,11.7
1705248000,2024-01-14 16:00:00+00:00,1010.6,9.091755,11.8
1705251600,2024-01-14 17:00:00+00:00,1009.8,9.124145,11.9
1705255200,2024-01-14 18:00:00+00:00,1009.6,9.347192,12.2
1705258800,2024-01-14 19:00:00+00:00,1009.8,9.2309265,12.2
1705262400,2024-01-14 20:00:00+00:00,1010.1,9.284934,12.1
1705266000,2024-01-14 21:00:00+00:00,1010.6,9.304837,12.1
1705269600,2024-01-14 22:00:00+00:00,1011.5,9.20489,12.1
1705273200,2024-01-14 23:00:00+00:00,1011.9,9.217917,11.999999
1705276800,2024-01-15 00:00:00+00:00,1011.8,9.080197,11.9
1705280400,2024-01-15 01:00:00+00:00,1010.9,8.598837,11.0
1705284000,2024-01-15 02:00:00+00:00,1009.9,8.551023,11.0
1705287600,2024-01-15 03:00:00+00:00,1008.9,8.668333,11.0
1705291200,2024-01-15 04:00:00+00:00,1008.2,8.649278,11.0
1705294800,2024-01-15 05:00:00+00:00,1008.4,8.302409,11.0
1705298400,2024-01-15 06:00:00+00:00,1008.8,8.354639,10.6
1705302000,2024-01-15 07:00:00+00:00,1009.1,8.2,10.7
1705305600,2024-01-15 08:00:00+00:00,1009.5,8.125269,10.4
1705309200,2024-01-15 09:00:00+00:00,1010.3,8.060397,10.4
1705312800,2024-01-15 10:00:00+00:00,1011.0,8.220098,10.6
1705316400,2024-01-15 11:00:00+00:00,1011.4,7.990619,10.6
1705320000,2024-01-15 12:00:00+00:00,1011.4,7.7781744,10.2
1705323600,2024-01-15 13:00:00+00:00,1011.2,7.496666,9.8
1705327200,2024-01-15 14:00:00+00:00,1010.7,7.3552704,9.7
1705330800,2024-01-15 15:00:00+00:00,1010.4,7.045566,9.5
1705334400,2024-01-15 16:00:00+00:00,1009.8,6.8359346,9.1
1705338000,2024-01-15 17:00:00+00:00,1009.4,6.2289643,8.9
1705341600,2024-01-15 18:00:00+00:00,1009.3,6.1522346,8.2
1705345200,2024-01-15 19:00:00+00:00,1009.5,6.6272163,8.6
1705348800,2024-01-15 20:00:00+00:00,1009.8,6.7119293,8.8
1705352400,2024-01-15 21:00:00+00:00,1010.5,6.736468,8.8
1705356000,2024-01-15 22:00:00+00:00,1011.2,6.946222,9.0
1705359600,2024-01-15 23:00:00+00:00,1011.7,6.8593006,9.0
1705363200,2024-01-16 00:00:00+00:00,1011.7,6.363961,8.9
1705366800,2024-01-16 01:00:00+00:00,1011.1,5.4120235,7.4
1705370400,2024-01-16 02:00:00+00:00,1010.4,5.6462374,7.3
1705374000,2024-01-16 03:00:00+00:00,1009.7,5.571355,7.4
1705377600,2024-01-16 04:00:00+00:00,1009.1,5.5081763,7.3
1705381200,2024-01-16 05:00:00+00:00,1008.9,5.3758717,7.3
1705384800,2024-01-16 06:00:00+00:00,1009.1,5.6824293,7.4
1705388400,2024-01-16 07:00:00+00:00,1009.4,5.7454333,7.5
1705392000,2024-01-16 08:00:00+00:00,1010.1,6.351378,8.2
1705395600,2024-01-16 09:00:00+00:00,1010.7,6.4350605,8.4
1705399200,2024-01-16 10:00:00+00:00,1011.5,6.1032777,8.3
